question_column,canonical_text,topic,confidence,needs_review,reason,stage
2366,nan,F 居住,0.75,False,居住,first
2367,nan,F 居住,0.78,False,居住,first
2368,nan,F 居住,0.85,False,居住,first
2369,nan,F 居住,0.82,False,題目版本標示為「居住二十七-結束年齡」，題目語意涉及居住情形（居住期間結束的年齡），屬於住處/居住安排範疇，應歸類為 F 居住。,"second(F 居住,A 基本資料,B 教育)"
2370,nan,F 居住,0.85,False,居住/開始年齡,first
2371,nan,F 居住,0.85,False,居住/年齡,first
2372,nan,F 居住,0.78,False,居住/開始年齡,first
2373,nan,F 居住,0.75,False,居住,first
2374,nan,F 居住,0.82,False,居住,first
2375,nan,F 居住,0.82,False,居住/結束年齡,first
2376,nan,F 居住,0.85,False,居住/開始年齡,first
2377,nan,F 居住,0.75,False,居住,first
2378,nan,F 居住,0.9,False,居住/開始年齡,first
2379,nan,F 居住,0.82,False,居住/結束年齡,first
2380,nan,F 居住,0.92,False,搬家/居住,first
2381,nan,F 居住,0.82,False,搬家/居住,first
2382,nan,F 居住,0.75,False,搬家,first
2383,nan,F 居住,0.8,False,搬家,first
2384,nan,F 居住,0.82,False,搬家,first
2385,nan,F 居住,0.92,False,搬家/居住,first
2386,nan,F 居住,0.85,False,搬家/居住,first
2387,nan,F 居住,0.85,False,搬家/居住,first
2388,nan,F 居住,0.85,False,搬家/居住年齡,first
2389,nan,F 居住,0.85,False,搬家/居住,first
2390,nan,F 居住,0.85,False,搬家,first
2391,nan,F 居住,0.82,False,搬家/年齡,first
2392,nan,F 居住,0.85,False,居住,first
2393,nan,F 居住,0.85,False,搬家/居住,first
2394,nan,F 居住,0.75,False,搬家/居住年齡,first
2395,nan,F 居住,0.85,False,搬家,first
2396,nan,F 居住,0.85,False,搬家,first
2397,nan,F 居住,0.85,False,搬家/居住,first
2398,nan,F 居住,0.85,False,搬家,first
2399,nan,F 居住,0.85,False,搬家,first
2400,nan,F 居住,0.85,False,搬家,first
2401,nan,F 居住,0.75,False,搬家,first
2402,nan,F 居住,0.85,False,搬家/居住,first
2403,nan,F 居住,0.78,False,搬家/居住,first
2404,nan,F 居住,0.81,False,搬家,first
2405,nan,F 居住,0.78,False,搬家/居住,first
2406,nan,F 居住,0.78,False,搬家/居住,first
2407,nan,F 居住,0.78,False,搬家/年齡,first
2408,nan,F 居住,0.82,False,搬家/居住,first
2409,nan,F 居住,0.8,False,搬家,first
2410,nan,F 居住,0.85,False,搬家,first
2411,nan,F 居住,0.78,False,婚後同住/父母,first
2412,nan,H 父母,0.86,False,父母,first
2413,nan,H 父母,0.9,False,父母,first
2414,nan,H 父母,0.9,False,父母/同住/結束年齡,first
2415,nan,H 父母,0.9,False,父母/同住,first
2416,nan,H 父母,0.88,False,父母同住結束年齡,first
2417,nan,H 父母,0.92,False,父母/同住,first
2418,nan,H 父母,0.88,False,父母同住,first
2419,nan,H 父母,0.78,False,父母,first
2420,nan,H 父母,0.85,False,父母,first
2421,nan,H 父母,0.82,False,父母,first
2422,nan,H 父母,0.85,False,父母同住,first
2423,nan,H 父母,0.92,False,公婆同住,first
2424,nan,H 父母,0.85,False,公婆同住/父母,first
2425,nan,H 父母,0.92,False,父母,first
2426,nan,H 父母,0.9,False,父母/同住,first
2427,nan,H 父母,0.86,False,父母同住/開始年齡,first
2428,nan,H 父母,0.88,False,父母,first
2429,nan,H 父母,0.9,False,父母/同住,first
2430,nan,H 父母,0.88,False,父母/同住,first
2431,nan,H 父母,0.92,False,父母/同住,first
2432,nan,H 父母,0.86,False,父母/同住,first
2433,nan,H 父母,0.85,False,公婆(岳父母)同住/開始年齡,first
2434,nan,H 父母,0.82,False,父母,first
2435,nan,A 基本資料,0.8,False,接觸人數,first
2436,nan,A 基本資料,0.78,False,題目詢問「您認識多少人」，屬於個人社交/背景屬性的一部分，並非教育或工作相關；在候選項目中最接近的是基本資料（A）。,"second(A 基本資料,B 教育,C 工作)"
2437,nan,A 基本資料,0.85,False,題目在詢問是否有可傾訴的人（個人社會支持），不涉及學歷/教育或工作相關內容，較屬於個人背景/生活狀況的一般性資料，故歸為「基本資料」。,"second(A 基本資料,B 教育,C 工作)"
2438,nan,G 子女,0.6,True,題目文字僅為「若有，__人」，通常為在詢問是否有某項對象（最常見為子女）後的追問（若有，請填寫人數）。在候選主題中，最貼近的是 G 子女；雖然內容極為簡短且有些,"second(A 基本資料,B 教育,G 子女)"
2439,nan,K 家庭決策與支出,0.88,False,題目在問「生活上有困難時是否有人可以幫忙」，屬於家庭/親屬或同住者的支援與照顧可得性，與家務／照顧分工與家庭資源配置相關，最符合 K（家庭決策與支出）。非人口基,"second(A 基本資料,B 教育,K 家庭決策與支出)"
2440,nan,G 子女,0.9,False,題目文字「若有，__人」為後續填數量的問法，常見於詢問子女人數的題組（如先前問是否有子女，若有則填人數）。故應分類為子女。,"second(A 基本資料,B 教育,G 子女)"
2441,nan,K 家庭決策與支出,0.85,False,支出/借錢,first
2442,nan,K 家庭決策與支出,0.85,False,支出/借款,first
2443,nan,K 家庭決策與支出,0.85,False,支出,first
2444,nan,F 居住,0.85,False,居住/房屋貸款,first
2445,nan,K 家庭決策與支出,0.78,False,支出,first
2446,nan,K 家庭決策與支出,0.88,False,支出,first
2447,nan,K 家庭決策與支出,0.9,False,題目文字「若有，大約每月要繳___元」在詢問每月需繳付的金額，屬於支出/家計性質，應歸入家庭決策與支出（K），非基本人口或教育資訊。,"second(A 基本資料,B 教育,K 家庭決策與支出)"
2448,nan,K 家庭決策與支出,0.92,False,信用卡/支出/配偶,first
2449,nan,K 家庭決策與支出,0.9,False,支出,first
761,a14c01｜請問您目前的兼差工作是__行業,C 工作,0.95,False,工作/產業,first
762,a14c02｜請問您目前的兼差工作是__職業,C 工作,0.95,False,職業/工作,first
782,nan,A 基本資料,0.98,False,出生地,first
784,nan,F 居住,0.9,False,居住/搬家,first
796,nan,H 父母,0.91,False,父母/態度量表,first
797,nan,H 父母,0.92,False,父母,first
798,nan,H 父母,0.85,False,父母,first
799,nan,G 子女,0.95,False,子女/同住,first
800,nan,H 父母,0.9,False,父母/態度量表,first
801,nan,H 父母,0.9,False,父母,first
802,nan,G 子女,0.92,False,子女/態度量表,first
803,nan,S 態度量表,0.92,False,態度量表/家族榮譽,first
804,nan,G 子女,0.87,False,子女/態度量表,first
805,nan,D 交往、婚姻與配偶資訊,0.9,False,結婚/離婚,first
806,nan,S 態度量表,0.85,False,態度量表,first
807,nan,K 家庭決策與支出,0.86,False,家庭/照顧,first
808,nan,K 家庭決策與支出,0.85,False,家務分工/態度量表,first
815,nan,H 父母,0.85,False,母親/學歷,first
881,nan,K 家庭決策與支出,0.95,False,支出,first
885,nan,F 居住,0.95,False,住屋結構/住宅型態,first
888,nan,D 交往、婚姻與配偶資訊,0.86,False,配偶,first
889,b17a｜請問您平均每週大約花多少時間陪子女唸書或教導子女唸書?__小時,G 子女,0.95,False,子女,first
890,b17b｜請問您的配偶平均每週大約花多少時間陪子女唸書或教導子女唸書?__小時,G 子女,0.92,False,子女,first
938,女兒,G 子女,0.95,False,子女,first
965,nan,G 子女,0.9,False,子女,first
966,nan,G 子女,0.92,False,子女,first
967,nan,G 子女,0.9,False,子女/親職態度,first
968,nan,G 子女,0.92,False,子女/態度量表,first
969,nan,G 子女,0.9,False,子女,first
970,nan,G 子女,0.95,False,子女,first
971,nan,G 子女,0.92,False,子女,first
1002,nan,J 兄弟姊妹,0.9,False,兄弟姊妹/性別,first
1080,nan,J 兄弟姊妹,0.9,False,兄弟姊妹/排行,first
1081,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/排行,first
1082,nan,J 兄弟姊妹,0.95,False,兄弟姊妹排行,first
1083,nan,J 兄弟姊妹,0.95,False,兄弟姊妹排行,first
1084,nan,J 兄弟姊妹,0.9,False,兄弟姊妹長幼次序,first
1095,nan,J 兄弟姊妹,0.94,False,兄弟姊妹/是否與父母同住,first
1096,nan,J 兄弟姊妹,0.95,False,兄弟姊妹同住,first
1097,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/同住,first
1098,nan,J 兄弟姊妹,0.92,False,兄弟姊妹同住,first
1099,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/同住,first
1100,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/同住,first
1101,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/同住,first
1102,nan,J 兄弟姊妹,0.95,False,兄弟姊妹同住,first
1103,nan,J 兄弟姊妹,0.9,False,兄弟姊妹/同住,first
1104,nan,J 兄弟姊妹,0.95,False,兄弟姊妹同住,first
1105,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/居住地,first
1106,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/居住地,first
1107,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/居住地,first
1108,nan,J 兄弟姊妹,0.92,False,兄弟姊妹,first
1109,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/居住地,first
1110,nan,J 兄弟姊妹,0.95,False,性別/兄弟姊妹,first
1111,nan,J 兄弟姊妹,0.95,False,兄弟姊妹性別,first
1112,nan,J 兄弟姊妹,0.86,False,兄弟姊妹性別,first
1113,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/性別,first
1114,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/性別,first
1125,nan,J 兄弟姊妹,0.93,False,兄弟姊妹,first
1126,nan,J 兄弟姊妹,0.95,False,兄弟姊妹,first
1127,nan,J 兄弟姊妹,0.9,False,兄弟姊妹,first
1128,nan,J 兄弟姊妹,0.9,False,兄弟姊妹/聯繫方式,first
1129,nan,J 兄弟姊妹,0.9,False,兄弟姊妹,first
1130,nan,J 兄弟姊妹,0.92,False,兄弟姊妹,first
1131,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/聯絡頻率,first
1132,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/聯絡,first
1133,nan,J 兄弟姊妹,0.95,False,兄弟姊妹聯絡,first
1134,nan,J 兄弟姊妹,0.95,False,兄弟姊妹聯絡次數,first
1208,nan,H 父母,0.9,False,父母,first
1209,nan,H 父母,0.95,False,父母/照顧,first
1210,nan,H 父母,0.92,False,父親/經濟支援,first
1211,nan,H 父母,0.88,False,父母/經濟支援,first
1212,nan,J 兄弟姊妹,0.9,False,兄弟姊妹/支援,first
1213,nan,J 兄弟姊妹,0.88,False,手足/支援,first
1367,nan,K 家庭決策與支出,0.86,False,支出/子女,first
1722,nan,K 家庭決策與支出,0.9,False,支出,first
1723,nan,B 教育,0.85,False,題目包含「上個學年」，明確指涉學校/學年範疇，且要求填寫金額（總計__元），最可能為詢問與教育相關的費用或支出，因此歸為教育。若完整題幹實為工作收入則另當別論。,"second(A 基本資料,B 教育,C 工作)"
1753,nan,C 工作,0.9,False,收入,first
1754,nan,K 家庭決策與支出,0.88,False,家計/支出,first
1872,nan,C 工作,0.92,False,工作/態度量表,first
2450,nan,G 子女,0.9,False,子女/同住,first
2451,nan,G 子女,0.86,False,孫子女同住,first
2452,nan,G 子女,0.85,False,子女/同住,first
2453,nan,A 基本資料,0.82,False,親屬在港澳工作,first
2454,nan,C 工作,0.8,False,題目重點在詢問是否有親屬『在台灣工作』，核心變項為工作/就業情形，應歸入工作類別而非一般基本背景或教育。,"second(C 工作,A 基本資料,B 教育)"
2455,nan,C 工作,0.78,False,親屬在國外工作,first
2456,nan,F 居住,0.92,False,同住人數/家庭成員,first
2457,nan,A 基本資料,0.9,False,出生年月,first
2458,nan,H 父母,0.85,False,父親/職業,first
2459,nan,H 父母,0.92,False,父母,first
2460,nan,H 父母,0.92,False,父母,first
2461,nan,C 工作,0.9,False,工作身分,first
2462,nan,B 教育,0.86,False,學歷/專業資格,first
2463,nan,C 工作,0.8,False,就業身分,first
2464,nan,C 工作,0.86,False,父親/工作,first
2465,nan,H 父母,0.9,False,父母,first
2466,nan,H 父母,0.9,False,父母,first
2467,nan,B 教育,0.95,False,學歷/教育年數,first
2468,nan,B 教育,0.95,False,學歷,first
2469,nan,B 教育,0.87,False,學歷,first
2470,nan,B 教育,0.95,False,學歷,first
2471,nan,B 教育,0.92,False,教育/課外活動,first
2472,nan,C 工作,0.85,False,打工/勤工儉學,first
2473,nan,B 教育,0.86,False,就學/助農,first
2474,nan,B 教育,0.93,False,輟學/教育,first
2475,nan,B 教育,0.95,False,上小學年齡,first
2476,nan,H 父母,0.9,False,父母,first
2477,nan,K 家庭決策與支出,0.8,False,父母教育支出,first
2478,nan,H 父母,0.92,False,父母,first
2479,nan,H 父母,0.86,False,父母,first
2480,nan,H 父母,0.82,False,父母/教育參與,first
2481,nan,H 父母,0.92,False,父母,first
2482,nan,B 教育,0.9,False,就學/入學年,first
2483,nan,B 教育,0.92,False,高中入學年/教育,first
2484,nan,B 教育,0.95,False,入學年/教育,first
2485,nan,B 教育,0.9,False,就學/離家就學,first
2486,nan,B 教育,0.9,False,就學/離家,first
2487,nan,B 教育,0.92,False,就學／離家,first
2488,nan,B 教育,0.92,False,離家就學/教育,first
2489,nan,F 居住,0.85,False,離家就學,first
2490,nan,B 教育,0.8,False,就學離家年齡,first
2491,nan,B 教育,0.9,False,就學離家,first
2492,nan,F 居住,0.85,False,離家就學,first
2493,nan,F 居住,0.85,False,離家就學,first
2494,nan,F 居住,0.85,False,居住/通勤,first
2495,nan,B 教育,0.85,False,就學/通勤,first
2496,nan,B 教育,0.78,False,就學,first
2497,nan,B 教育,0.95,False,就學地區,first
2498,nan,B 教育,0.93,False,就學地區/教育,first
2499,nan,B 教育,0.9,False,就學地區/教育,first
2500,nan,K 家庭決策與支出,0.9,False,支出,first
2501,nan,K 家庭決策與支出,0.85,False,支出/教育費,first
2502,nan,K 家庭決策與支出,0.88,False,支出,first
2503,nan,B 教育,0.92,False,學校/教育,first
2504,nan,B 教育,0.91,False,學校,first
2505,nan,B 教育,0.9,False,學校/教育,first
2506,nan,B 教育,0.9,False,學校/教育,first
2507,nan,B 教育,0.95,False,學校公私,first
2508,nan,B 教育,0.92,False,大學公辦民辦/學校類型,first
2509,nan,B 教育,0.95,False,在職進修/教育,first
2510,nan,B 教育,0.9,False,教育年數,first
2511,nan,C 工作,0.93,False,工作/工時/獎金,first
2512,nan,C 工作,0.95,False,工作/就業,first
2513,nan,C 工作,0.88,False,工作,first
2514,nan,C 工作,0.9,False,就業/可在2週上班,first
2515,nan,C 工作,0.87,False,失業保險/津貼,first
2516,nan,C 工作,0.85,False,工作/養老保險,first
2517,nan,C 工作,0.86,False,工作/報銷,first
2518,nan,C 工作,0.92,False,工作/失業保險,first
2519,nan,C 工作,0.92,False,工作/雇主,first
2520,nan,C 工作,0.92,False,雇人/就業,first
2521,nan,C 工作,0.92,False,工作/雇員人數,first
2522,nan,C 工作,0.95,False,工作,first
2523,nan,C 工作,0.93,False,工作/管理,first
2524,nan,C 工作,0.92,False,工作/管理人數,first
2525,nan,C 工作,0.85,False,工作/管理職,first
2526,nan,C 工作,0.95,False,工作,first
2527,nan,C 工作,0.92,False,工作日程,first
2528,nan,C 工作,0.93,False,工作時間,first
2529,nan,C 工作,0.88,False,收入/工作,first
2530,nan,F 居住,0.9,False,居住/住處,first
2531,nan,F 居住,0.86,False,居住,first
2532,nan,C 工作,0.86,False,工作,first
2533,nan,C 工作,0.9,False,工作/行業,first
2534,nan,C 工作,0.92,False,職業/工作,first
2535,nan,C 工作,0.92,False,工作/雇主所有制,first
2536,nan,C 工作,0.95,False,工作,first
2537,nan,H 父母,0.85,False,父母,first
2538,nan,H 父母,0.9,False,父親工作,first
2539,nan,H 父母,0.88,False,父親僱人,first
2540,nan,H 父母,0.9,False,父親/單位所有制,first
2541,nan,H 父母,0.9,False,父母/監護人,first
2542,nan,H 父母,0.86,False,父親職業,first
2543,nan,H 父母,0.9,False,母親/戶口類型,first
2544,nan,H 父母,0.9,False,母親職業,first
2545,nan,H 父母,0.86,False,母親/父母,first
2546,nan,H 父母,0.88,False,父母,first
2547,nan,H 父母,0.85,False,父母,first
2548,nan,H 父母,0.95,False,母親職業,first
2549,nan,D 交往、婚姻與配偶資訊,0.92,False,結婚年,first
2550,nan,D 交往、婚姻與配偶資訊,0.88,False,結婚,first
2551,nan,D 交往、婚姻與配偶資訊,0.88,False,結婚,first
2552,nan,D 交往、婚姻與配偶資訊,0.96,False,初婚/婚姻結束年份,first
2553,nan,D 交往、婚姻與配偶資訊,0.9,False,結婚,first
2554,nan,D 交往、婚姻與配偶資訊,0.95,False,婚姻/配偶,first
2555,nan,D 交往、婚姻與配偶資訊,0.95,False,配偶工作,first
2556,nan,D 交往、婚姻與配偶資訊,0.93,False,配偶/職業,first
2557,nan,D 交往、婚姻與配偶資訊,0.95,False,配偶,first
2558,nan,D 交往、婚姻與配偶資訊,0.9,False,配偶工作/收入,first
2559,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶工作,first
2560,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶職業,first
2561,nan,E 退休,0.86,False,退休/年金,first
2562,nan,E 退休,0.92,False,配偶退休金,first
2563,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶/工作,first
2564,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶/工作,first
2565,nan,D 交往、婚姻與配偶資訊,0.9,False,配偶/工作,first
2566,nan,D 交往、婚姻與配偶資訊,0.95,False,配偶工作,first
2567,nan,D 交往、婚姻與配偶資訊,0.95,False,配偶職業,first
2568,nan,D 交往、婚姻與配偶資訊,0.9,False,配偶/工作,first
2569,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶工作,first
2570,nan,H 父母,0.92,False,父親,first
2571,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶父親,first
2572,nan,H 父母,0.9,False,母親,first
2573,nan,D 交往、婚姻與配偶資訊,0.86,False,配偶母親,first
2574,nan,H 父母,0.9,False,父親職業,first
2575,nan,D 交往、婚姻與配偶資訊,0.8,False,配偶父親,first
2576,nan,H 父母,0.86,False,母親職業,first
2577,nan,H 父母,0.95,False,父母,first
2578,nan,H 父母,0.92,False,父母,first
2579,nan,H 父母,0.95,False,父母,first
2580,nan,H 父母,0.95,False,母親職業,first
2581,nan,H 父母,0.75,False,父母,first
2582,nan,H 父母,0.85,False,父母,first
2583,nan,H 父母,0.78,False,父母,first
2584,nan,H 父母,0.87,False,父母,first
2585,nan,H 父母,0.9,False,父母,first
2586,nan,H 父母,0.92,False,父親職業,first
2587,nan,H 父母,0.85,False,父母（配偶之父）,first
2588,nan,H 父母,0.92,False,母親,first
2589,nan,H 父母,0.78,False,父母/工作,first
2590,nan,H 父母,0.93,False,父母,first
2591,nan,H 父母,0.88,False,父母,first
2592,nan,H 父母,0.88,False,父母,first
2593,nan,D 交往、婚姻與配偶資訊,0.82,False,配偶母親/職業,first
2594,nan,H 父母,0.95,False,父母,first
2595,nan,H 父母,0.9,False,父母,first
2596,nan,H 父母,0.95,False,父母,first
2597,nan,H 父母,0.92,False,父母,first
2598,nan,H 父母,0.92,False,父親去世,first
2599,nan,H 父母,0.85,False,父母,first
2600,nan,H 父母,0.95,False,母親去世年份,first
2601,nan,H 父母,0.9,False,配偶母親,first
2602,nan,H 父母,0.95,False,父親去世,first
2603,nan,H 父母,0.9,False,父母,first
2604,nan,H 父母,0.9,False,父母,first
2605,nan,D 交往、婚姻與配偶資訊,0.86,False,配偶母親,first
2606,nan,H 父母,0.95,False,父親居住安排,first
2607,nan,H 父母,0.92,False,父母,first
2608,nan,H 父母,0.92,False,父母,first
2609,nan,H 父母,0.93,False,父母,first
2610,nan,H 父母,0.95,False,父母,first
2611,nan,H 父母,0.92,False,父母,first
2612,nan,H 父母,0.88,False,母親/居住地,first
2613,nan,H 父母,0.9,False,父母,first
2614,nan,H 父母,0.95,False,父母/距離,first
2615,nan,H 父母,0.92,False,父母,first
2616,nan,H 父母,0.95,False,母親,first
2617,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶,first
2618,nan,H 父母,0.9,False,父親,first
2619,nan,H 父母,0.91,False,父母,first
2620,nan,H 父母,0.92,False,父母,first
2621,nan,H 父母,0.92,False,父母,first
2622,nan,H 父母,0.92,False,父母/見面次數,first
2623,nan,H 父母,0.86,False,父母,first
2624,nan,H 父母,0.95,False,母親/見面次數,first
2625,nan,H 父母,0.85,False,父母,first
2626,nan,H 父母,0.9,False,父母,first
2627,nan,G 子女,0.9,False,子女/照顧,first
2628,nan,G 子女,0.85,False,子女,first
2629,nan,G 子女,0.92,False,子女,first
2630,nan,H 父母,0.85,False,父親幫帶小孩,first
2631,nan,G 子女,0.9,False,子女/照顧,first
2632,nan,H 父母,0.91,False,父母/帶小孩,first
2633,nan,G 子女,0.9,False,子女,first
2634,nan,H 父母,0.9,False,父母,first
2635,nan,H 父母,0.88,False,父母,first
2636,nan,H 父母,0.9,False,父母,first
2637,nan,K 家庭決策與支出,0.88,False,家務,first
2638,nan,H 父母,0.92,False,父母,first
2639,nan,K 家庭決策與支出,0.89,False,家務分工,first
2640,nan,H 父母,0.95,False,父母,first
2641,nan,K 家庭決策與支出,0.88,False,家務/配偶母親,first
2642,nan,J 兄弟姊妹,0.93,False,兄弟姊妹,first
2643,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/出生年,first
2644,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/出生年,first
2645,nan,J 兄弟姊妹,0.95,False,兄弟姊妹出生年,first
2646,nan,J 兄弟姊妹,0.95,False,兄弟姊妹 出生年,first
2647,nan,J 兄弟姊妹,0.92,False,手足/出生月份,first
2648,nan,J 兄弟姊妹,0.9,False,兄弟姊妹出生月,first
2649,nan,J 兄弟姊妹,0.92,False,兄弟姊妹出生月份,first
2650,nan,J 兄弟姊妹,0.95,False,兄弟姊妹出生月份,first
2651,nan,J 兄弟姊妹,0.95,False,兄弟姊妹出生月份,first
2652,nan,J 兄弟姊妹,0.95,False,手足/職業,first
2653,nan,J 兄弟姊妹,0.95,False,兄弟姊妹,first
2654,nan,J 兄弟姊妹,0.95,False,手足/工作,first
2655,nan,J 兄弟姊妹,0.95,False,兄弟姊妹,first
2656,nan,J 兄弟姊妹,0.92,False,兄弟姊妹,first
2657,nan,J 兄弟姊妹,0.95,False,兄弟姊妹,first
2658,nan,J 兄弟姊妹,0.85,False,兄弟姊妹/職業,first
2659,nan,J 兄弟姊妹,0.92,False,兄弟姊妹職業,first
2660,nan,J 兄弟姊妹,0.9,False,兄弟姊妹,first
2661,nan,J 兄弟姊妹,0.92,False,兄弟姊妹,first
2662,nan,K 家庭決策與支出,0.92,False,支出/決策,first
2663,nan,K 家庭決策與支出,0.88,False,家計決策,first
2664,nan,K 家庭決策與支出,0.95,False,支出,first
2665,nan,G 子女,0.9,False,子女,first
2666,nan,K 家庭決策與支出,0.95,False,決策/支出,first
2667,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/金錢支援,first
2668,nan,J 兄弟姊妹,0.88,False,兄弟姊妹/經濟援助,first
2669,nan,G 子女,0.9,False,子女/支出,first
2670,nan,H 父母,0.9,False,父母/經濟支持,first
2671,nan,H 父母,0.92,False,父母/經濟支持,first
2672,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/借款,first
2673,nan,K 家庭決策與支出,0.83,False,支出,first
2674,nan,G 子女,0.9,False,子女/金錢移轉,first
2675,nan,H 父母,0.9,False,父母,first
2676,nan,H 父母,0.9,False,父母/經濟支持,first
2677,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/支出,first
2678,nan,J 兄弟姊妹,0.85,False,兄弟姊妹,first
2679,nan,G 子女,0.9,False,子女,first
2680,nan,H 父母,0.9,False,父母/經濟支持,first
2681,nan,D 交往、婚姻與配偶資訊,0.9,False,配偶/支出,first
2682,nan,J 兄弟姊妹,0.92,False,手足/借貸,first
2683,nan,J 兄弟姊妹,0.9,False,兄弟姊妹,first
2684,nan,G 子女,0.88,False,子女/給借,first
2685,nan,H 父母,0.85,False,父母,first
2686,nan,H 父母,0.85,False,父母/借貸,first
2687,nan,J 兄弟姊妹,0.9,False,兄弟姊妹,first
2688,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/給付,first
2689,nan,G 子女,0.94,False,子女/給付,first
2690,nan,H 父母,0.92,False,父母/經濟支持,first
2691,nan,H 父母,0.92,False,父母/經濟支持,first
2692,nan,J 兄弟姊妹,0.93,False,兄弟姊妹/經濟幫助,first
2693,nan,J 兄弟姊妹,0.88,False,兄弟姊妹/金錢,first
2694,nan,G 子女,0.86,False,子女,first
2695,nan,H 父母,0.92,False,父母,first
2696,nan,H 父母,0.88,False,父母/經濟支持,first
2697,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/金援,first
2698,nan,J 兄弟姊妹,0.9,False,兄弟姊妹 資金援助,first
2699,nan,G 子女,0.86,False,子女/購屋金援,first
2700,nan,H 父母,0.92,False,父母/經濟支持,first
2701,nan,H 父母,0.88,False,父母/資金支援,first
2702,nan,J 兄弟姊妹,0.86,False,兄弟姊妹,first
2703,nan,K 家庭決策與支出,0.84,False,支出/配偶兄弟姊妹,first
2704,nan,K 家庭決策與支出,0.86,False,子女/支出,first
2705,nan,H 父母,0.9,False,父母/支援,first
2706,nan,K 家庭決策與支出,0.78,False,支出,first
2707,nan,A 基本資料,0.78,False,交通方式,first
2708,nan,A 基本資料,0.8,False,交通方式,first
2709,b15a｜請問您兒子有幾個?兒子__人,G 子女,0.98,False,子女,first
2710,b15b｜請問您女兒有幾個?女兒__人,G 子女,0.95,False,子女,first
2711,nan,G 子女,0.93,False,子女性別,first
2712,nan,G 子女,0.95,False,子女/性別,first
2713,nan,G 子女,0.92,False,子女/性別,first
2714,nan,G 子女,0.95,False,子女/性別,first
2715,nan,G 子女,0.92,False,子女/排行,first
2716,nan,G 子女,0.9,False,子女,first
2717,nan,G 子女,0.92,False,子女/排行,first
2718,nan,G 子女,0.92,False,子女；出生年；排行,first
2719,nan,G 子女,0.95,False,子女出生年,first
2720,nan,G 子女,0.92,False,子女/出生年,first
2721,nan,G 子女,0.95,False,子女出生年,first
2722,nan,G 子女,0.92,False,子女/出生年月,first
2723,nan,G 子女,0.92,False,子女,first
2724,nan,G 子女,0.95,False,子女/出生月,first
2725,nan,G 子女,0.98,False,子女/出生月,first
2726,nan,G 子女,0.95,False,子女/教育/職業,first
2727,nan,G 子女,0.95,False,子女,first
2728,nan,G 子女,0.92,False,子女,first
2729,nan,G 子女,0.92,False,子女,first
2730,nan,G 子女,0.88,False,子女,first
2731,nan,G 子女,0.92,False,子女,first
2732,nan,G 子女,0.95,False,子女/同住/距離,first
2733,nan,G 子女,0.87,False,子女/同住,first
2734,nan,G 子女,0.92,False,子女,first
2735,nan,G 子女,0.95,False,子女,first
2736,nan,G 子女,0.95,False,子女,first
2737,nan,G 子女,0.92,False,子女/打工在學期間,first
2738,nan,G 子女,0.9,False,子女,first
2739,nan,G 子女,0.95,False,子女,first
2740,nan,G 子女,0.92,False,子女,first
2741,nan,G 子女,0.9,False,子女,first
2742,nan,G 子女,0.9,False,子女/性別,first
2743,nan,G 子女,0.98,False,子女/性別,first
2744,nan,G 子女,0.95,False,子女/性別,first
2745,nan,G 子女,0.95,False,子女/性別,first
2746,nan,G 子女,0.9,False,子女/學校費用,first
2747,nan,G 子女,0.95,False,子女/教育/支出,first
2748,nan,G 子女,0.88,False,子女,first
2749,nan,G 子女,0.92,False,子女/居住/補習費,first
2750,nan,G 子女,0.9,False,子女,first
2751,nan,G 子女,0.92,False,子女,first
2752,nan,G 子女,0.92,False,子女,first
2753,nan,G 子女,0.88,False,子女,first
2754,nan,G 子女,0.92,False,子女/居住距離/支出,first
2755,nan,G 子女,0.95,False,子女,first
2756,nan,G 子女,0.92,False,子女,first
2757,nan,G 子女,0.9,False,子女,first
2758,nan,G 子女,0.86,False,子女,first
